,animal_id,breed,age,Success,Sex,Size,life_expectancy,Percent through Life
1083,A664149,Chihuahua Shorthair Mix,1.030816284158242,0,Male,small,15,0.06872108561054947
1084,A693761,Chihuahua Shorthair Mix,2.0117018906008415,1,Male,small,15,0.13411345937338942
1085,A630262,Chihuahua Shorthair Mix,5.795097701451015,0,Male,small,15,0.386339846763401
1086,A669043,Chihuahua Shorthair Mix,1.5161407223359213,1,Male,small,15,0.10107604815572808
1087,A686072,Chihuahua Shorthair Mix,0.9273233992940763,1,Male,small,15,0.061821559952938414
1088,A673408,Chihuahua Shorthair Mix,8.253472008323238,1,Female,small,15,0.5502314672215491
1089,A690648,Chihuahua Shorthair Mix,0.6754074347864775,0,Female,small,15,0.0450271623190985
1090,A689161,Chihuahua Shorthair Mix,0.012347200071794006,0,Male,small,15,0.0008231466714529337
1091,A661878,Chihuahua Shorthair Mix,6.169706123709286,1,Male,small,15,0.41131374158061906
1092,A667541,Chihuahua Shorthair Mix,1.3623368948940315,0,Female,small,15,0.0908224596596021
1093,A679199,Chihuahua Shorthair Mix,3.007866539201885,0,Male,small,15,0.2005244359467923
1094,A671205,Chihuahua Shorthair Mix,8.029790709825207,1,Female,small,15,0.5353193806550138
1095,A681495,Chihuahua Shorthair Mix,6.024785283445626,0,Female,small,15,0.40165235222970835
1096,A668580,Chihuahua Shorthair Mix,1.4337943664521213,0,Male,small,15,0.0955862910968081
1097,A683057,Chihuahua Shorthair Mix,9.009727555436912,1,Female,small,15,0.6006485036957941
1098,A673252,Chihuahua Shorthair Mix,2.0249103905852506,0,Male,small,15,0.1349940260390167
1099,A687070,Chihuahua Shorthair Mix,0.1827552927164829,1,Male,small,15,0.012183686181098859
1100,A680442,Chihuahua Shorthair Mix,1.064015307942288,1,Male,small,15,0.0709343538628192
1101,A682502,Chihuahua Shorthair Mix,4.035047491278625,0,Male,small,15,0.2690031660852417
1102,A692275,Chihuahua Shorthair Mix,2.006100589182377,0,Male,small,15,0.13374003927882513
1103,A661611,Chihuahua Shorthair Mix,2.1732821344723026,1,Female,small,15,0.14488547563148685
1104,A679489,Chihuahua Shorthair Mix,1.0151626811106471,1,Male,small,15,0.06767751207404314
1105,A686180,Chihuahua Shorthair Mix,0.18537531761622605,1,Female,small,15,0.012358354507748404
1106,A679203,Chihuahua Shorthair Mix,0.03186809676675998,0,Female,small,15,0.0021245397844506654
1107,A678929,Chihuahua Shorthair Mix,1.4251243275966576,0,Male,small,15,0.09500828850644384
1108,A673457,Chihuahua Shorthair Mix,0.21011534954326389,1,Male,small,15,0.014007689969550926
1109,A642814,Chihuahua Shorthair Mix,9.893366127375039,0,Female,small,15,0.6595577418250026
1110,A669413,Chihuahua Shorthair Mix,1.012025495998473,0,Male,small,15,0.0674683663998982
1111,A667812,Chihuahua Shorthair Mix,1.0970869429975367,1,Female,small,15,0.07313912953316912
1112,A665620,Chihuahua Shorthair Mix,1.001298224239147,0,Female,small,15,0.06675321494927647
1113,A666401,Chihuahua Shorthair Mix,8.248096964497712,1,Male,small,15,0.5498731309665141
1114,A668351,Chihuahua Shorthair Mix,3.8509270477072692,1,Male,small,15,0.2567284698471513
1115,A685852,Chihuahua Shorthair Mix,3.016553689976142,1,Female,small,15,0.2011035793317428
1116,A678487,Chihuahua Shorthair Mix,10.027481741582648,0,Male,small,15,0.6684987827721766
1117,A640537,Chihuahua Shorthair Mix,1.8549357998833347,1,Female,small,15,0.12366238665888898
1118,A670255,Chihuahua Shorthair Mix,7.019156983221953,0,Male,small,15,0.46794379888146354
1119,A667149,Chihuahua Shorthair Mix,1.6250523814847517,0,Female,small,15,0.10833682543231678
1120,A671447,Chihuahua Shorthair Mix,1.0151550758134056,1,Female,small,15,0.06767700505422704
1121,A680221,Chihuahua Shorthair Mix,0.4367494046953584,1,Female,small,15,0.02911662697969056
1122,A662147,Chihuahua Shorthair Mix,0.5496975753551864,0,Male,small,15,0.03664650502367909
1123,A666174,Chihuahua Shorthair Mix,0.33599822948680214,0,Male,small,15,0.022399881965786808
1124,A669412,Chihuahua Shorthair Mix,8.031551336136646,0,Male,small,15,0.5354367557424431
1125,A675829,Chihuahua Shorthair Mix,9.11936742179663,1,Female,small,15,0.6079578281197754
1126,A618691,Chihuahua Shorthair Mix,2.7092825694953047,0,Female,small,15,0.18061883796635364
1127,A691820,Chihuahua Shorthair Mix,3.0021036252170363,0,Female,small,15,0.20014024168113576
1128,A691299,Chihuahua Shorthair Mix,2.0246860343166224,0,Female,small,15,0.1349790689544415
1129,A664625,Chihuahua Shorthair Mix,2.005448434943907,0,Male,small,15,0.1336965623295938
1130,A668017,Chihuahua Shorthair Mix,0.6942210388379714,0,Female,small,15,0.04628140258919809
1131,A691503,Chihuahua Shorthair Mix,0.349796140007438,1,Female,small,15,0.02331974266716253
1132,A674440,Chihuahua Shorthair Mix,5.176271776817989,0,Male,small,15,0.3450847851211993
1133,A667873,Chihuahua Shorthair Mix,1.0093655432882112,0,Male,small,15,0.06729103621921408
1134,A672802,Chihuahua Shorthair Mix,0.13806276347601631,0,Male,small,15,0.00920418423173442
1135,A690524,Chihuahua Shorthair Mix,0.171353050826962,1,Female,small,15,0.011423536721797467
1136,A676974,Chihuahua Shorthair Mix,1.2725487556592918,0,Female,small,15,0.08483658371061946
1137,A694060,Chihuahua Shorthair Mix,0.9873120826117807,0,Male,small,15,0.06582080550745205
1138,A678604,Chihuahua Shorthair Mix,2.03877294613244,0,Male,small,15,0.13591819640882935
1139,A692959,Chihuahua Shorthair Mix,0.20978071646463195,0,Female,small,15,0.01398538109764213
1140,A678172,Chihuahua Shorthair Mix,1.0151132466785766,1,Female,small,15,0.06767421644523844
1141,A676357,Chihuahua Shorthair Mix,2.016599702024454,0,Male,small,15,0.13443998013496358
1142,A669648,Chihuahua Shorthair Mix,2.0222086087401596,1,Female,small,15,0.13481390724934397
1143,A672886,Chihuahua Shorthair Mix,2.0252659382312967,1,Male,small,15,0.1350177292154198
1144,A665151,Chihuahua Shorthair Mix,0.08385600738626468,0,Female,small,15,0.005590400492417645
1145,A693851,Chihuahua Shorthair Mix,10.000876510507098,0,Male,small,15,0.6667251007004732
1146,A665721,Chihuahua Shorthair Mix,0.2070751319709204,0,Male,small,15,0.013805008798061359
1147,A655852,Chihuahua Shorthair Mix,4.51155738995325,1,Male,small,15,0.30077049266355
1148,A683318,Chihuahua Shorthair Mix,0.15966941293950063,1,Male,small,15,0.010644627529300042
1149,A685415,Chihuahua Shorthair Mix,1.5078167245049523,1,Female,small,15,0.10052111496699682
1150,A666118,Chihuahua Shorthair Mix,1.0124209714550378,1,Male,small,15,0.06749473143033585
1151,A666946,Chihuahua Shorthair Mix,4.031516732034197,0,Male,small,15,0.2687677821356131
1152,A679202,Chihuahua Shorthair Mix,0.03186809676675998,0,Female,small,15,0.0021245397844506654
1153,A691189,Chihuahua Shorthair Mix,1.0392733746909397,1,Male,small,15,0.06928489164606265
1154,A675840,Chihuahua Shorthair Mix,2.301724196937651,1,Male,small,15,0.1534482797958434
1155,A663955,Chihuahua Shorthair Mix,14.01422989140396,0,Female,small,15,0.934281992760264
1156,A666234,Chihuahua Shorthair Mix,3.0049765262500636,1,Female,small,15,0.2003317684166709
1157,A692962,Chihuahua Shorthair Mix,0.20978261778894236,0,Male,small,15,0.013985507852596158
1158,A678391,Chihuahua Shorthair Mix,1.0145067242235561,1,Female,small,15,0.06763378161490374
1159,A663530,Chihuahua Shorthair Mix,2.054898077609016,0,Male,small,15,0.1369932051739344
1160,A690091,Chihuahua Shorthair Mix,1.017925305333671,1,Male,small,15,0.06786168702224474
1161,A674093,Chihuahua Shorthair Mix,10.011746381589704,0,Male,small,15,0.667449758772647
1162,A693389,Chihuahua Shorthair Mix,1.0039714862195817,0,Female,small,15,0.06693143241463878
1163,A674789,Chihuahua Shorthair Mix,16.012869683992296,1,Male,small,15,1.0675246455994865
1164,A664277,Chihuahua Shorthair Mix,0.7712722065172835,1,Female,small,15,0.05141814710115223
1165,A665882,Chihuahua Shorthair Mix,1.0120844370520956,0,Male,small,15,0.06747229580347304
1166,A679651,Chihuahua Shorthair Mix,0.5631627541215007,1,Male,small,15,0.03754418360810005
1167,A673038,Chihuahua Shorthair Mix,2.036303125853219,0,Female,small,15,0.13575354172354795
1168,A666592,Chihuahua Shorthair Mix,2.523504171125272,1,Male,small,15,0.16823361140835147
1169,A682401,Chihuahua Shorthair Mix,1.014468697737348,1,Female,small,15,0.06763124651582321
1170,A669779,Chihuahua Shorthair Mix,1.1760451389601885,1,Male,small,15,0.07840300926401257
1171,A686501,Chihuahua Shorthair Mix,1.518659977047213,1,Male,small,15,0.10124399846981419
1172,A660413,Chihuahua Shorthair Mix,4.461807338047096,1,Male,small,15,0.29745382253647307
1173,A693241,Chihuahua Shorthair Mix,0.5961070004479521,0,Female,small,15,0.039740466696530134
1174,A670405,Chihuahua Shorthair Mix,3.0350668847865916,0,Male,small,15,0.20233779231910612
1175,A690370,Chihuahua Shorthair Mix,3.0791566942206585,0,Male,small,15,0.2052771129480439
1176,A676940,Chihuahua Shorthair Mix,7.002356881615182,0,Male,small,15,0.4668237921076788
1177,A691118,Chihuahua Shorthair Mix,1.0452359277283814,1,Male,small,15,0.06968239518189209
1178,A693452,Chihuahua Shorthair Mix,1.0335770070569552,1,Male,small,15,0.06890513380379701
1179,A677522,Chihuahua Shorthair Mix,0.1690106192765385,1,Female,small,15,0.0112673746184359
1180,A693640,Chihuahua Shorthair Mix,1.0150980360840933,1,Female,small,15,0.06767320240560622
1181,A670461,Chihuahua Shorthair Mix,0.17974549633310594,0,Male,small,15,0.011983033088873728
1182,A657732,Chihuahua Shorthair Mix,2.8413257402045673,1,Female,small,15,0.18942171601363783
1183,A671080,Chihuahua Shorthair Mix,2.2657530423090293,0,Female,small,15,0.15105020282060194
1184,A678884,Chihuahua Shorthair Mix,1.0122669641858948,1,Male,small,15,0.06748446427905966
1185,A671881,Chihuahua Shorthair Mix,3.0136998021862187,1,Female,small,15,0.20091332014574792
1186,A673557,Chihuahua Shorthair Mix,0.4205349109761931,0,Male,small,15,0.028035660731746206
1187,A686726,Chihuahua Shorthair Mix,0.2291419019175236,0,Male,small,15,0.015276126794501573
1188,A681123,Chihuahua Shorthair Mix,3.0137397299967374,1,Male,small,15,0.2009159819997825
1189,A682976,Chihuahua Shorthair Mix,1.0257283403035882,0,Male,small,15,0.06838188935357255
1190,A674023,Chihuahua Shorthair Mix,1.5215024568912738,1,Female,small,15,0.10143349712608492
1191,A670459,Chihuahua Shorthair Mix,2.0603491744069578,0,Male,small,15,0.1373566116271305
1192,A673490,Chihuahua Shorthair Mix,0.6015961237321019,1,Male,small,15,0.0401064082488068
1193,A677375,Chihuahua Shorthair Mix,4.020897835760564,0,Female,small,15,0.2680598557173709
1194,A663854,Chihuahua Shorthair Mix,4.029370136887745,0,Female,small,15,0.2686246757925163
1195,A678496,Chihuahua Shorthair Mix,1.245072718049576,0,Female,small,15,0.08300484786997173
1196,A666117,Chihuahua Shorthair Mix,1.0206137779085889,1,Male,small,15,0.06804091852723926
1197,A685023,Chihuahua Shorthair Mix,15.011491604132111,1,Male,small,15,1.0007661069421407
1198,A647713,Chihuahua Shorthair Mix,11.91194700933094,0,Female,small,15,0.7941298006220626
1199,A647148,Chihuahua Shorthair Mix,7.728383273517671,0,Male,small,15,0.5152255515678447
1200,A671982,Chihuahua Shorthair Mix,4.0043163864494895,0,Female,small,15,0.2669544257632993
1201,A669663,Chihuahua Shorthair Mix,1.0150619109221954,1,Female,small,15,0.0676707940614797
1202,A692433,Chihuahua Shorthair Mix,0.6724641847539649,0,Male,small,15,0.044830945650264326
1203,A689975,Chihuahua Shorthair Mix,4.007552440425806,0,Male,small,15,0.2671701626950537
1204,A670404,Chihuahua Shorthair Mix,1.0151550758134056,1,Male,small,15,0.06767700505422704
1205,A681763,Chihuahua Shorthair Mix,0.11376764143761413,0,Male,small,15,0.007584509429174275
1206,A682723,Chihuahua Shorthair Mix,2.0220355882279124,1,Female,small,15,0.1348023725485275
1207,A686866,Chihuahua Shorthair Mix,0.5933709947652739,1,Male,small,15,0.03955806631768492
1208,A666316,Chihuahua Shorthair Mix,1.0039391637063046,0,Female,small,15,0.0669292775804203
1209,A668948,Chihuahua Shorthair Mix,0.1444512131589895,0,Female,small,15,0.009630080877265967
1210,A669462,Chihuahua Shorthair Mix,1.004047539191998,0,Female,small,15,0.06693650261279988
1211,A674773,Chihuahua Shorthair Mix,0.667077732982577,0,Male,small,15,0.044471848865505134
1212,A674971,Chihuahua Shorthair Mix,2.0324928719351605,0,Female,small,15,0.13549952479567737
1213,A690185,Chihuahua Shorthair Mix,0.8344265948118184,0,Female,small,15,0.055628439654121224
1214,A677576,Chihuahua Shorthair Mix,5.031027711421559,0,Male,small,15,0.3354018474281039
1215,A684049,Chihuahua Shorthair Mix,1.0260078349772184,0,Female,small,15,0.06840052233181455
1216,A686362,Chihuahua Shorthair Mix,1.0939079287505333,1,Male,small,15,0.07292719525003556
1217,A666055,Chihuahua Shorthair Mix,0.35204160401803064,1,Male,small,15,0.02346944026786871
1218,A681085,Chihuahua Shorthair Mix,2.010994597957369,0,Female,small,15,0.13406630653049129
1219,A668688,Chihuahua Shorthair Mix,0.929462389143286,0,Female,small,15,0.06196415927621907
1220,A671243,Chihuahua Shorthair Mix,2.0143067049061014,0,Male,small,15,0.13428711366040677
1221,A683675,Chihuahua Shorthair Mix,2.150909251311724,1,Male,small,15,0.14339395008744826
1222,A568121,Chihuahua Shorthair Mix,4.091990253051055,1,Female,small,15,0.2727993502034037
1223,A688269,Chihuahua Shorthair Mix,0.1745054465336196,1,Female,small,15,0.01163369643557464
1224,A667080,Chihuahua Shorthair Mix,7.016093949757885,0,Male,small,15,0.46773959665052567
1225,A670689,Chihuahua Shorthair Mix,2.0067812632855038,1,Female,small,15,0.13378541755236692
1226,A670123,Chihuahua Shorthair Mix,0.1302673338033407,0,Female,small,15,0.008684488920222715
1227,A678245,Chihuahua Shorthair Mix,2.024851449531628,0,Male,small,15,0.13499009663544187
1228,A666715,Chihuahua Shorthair Mix,18.003174070803798,0,Female,small,15,1.2002116047202531
1229,A671434,Chihuahua Shorthair Mix,0.16082922076884992,1,Female,small,15,0.010721948051256662
1230,A692435,Chihuahua Shorthair Mix,1.0116433298120806,0,Male,small,15,0.06744288865413871
1231,A693290,Chihuahua Shorthair Mix,10.000585607887606,0,Male,small,15,0.6667057071925071
1232,A666156,Chihuahua Shorthair Mix,9.003810634182921,0,Male,small,15,0.6002540422788614
1233,A664049,Chihuahua Shorthair Mix,1.0309588834815226,0,Male,small,15,0.06873059223210151
1234,A680763,Chihuahua Shorthair Mix,1.4993976604584625,0,Female,small,15,0.09995984403056417
1235,A679577,Chihuahua Shorthair Mix,1.0445609575981862,1,Male,small,15,0.06963739717321242
1236,A687933,Chihuahua Shorthair Mix,1.414537753836302,1,Male,small,15,0.09430251692242013
1237,A683043,Chihuahua Shorthair Mix,17.001151442002385,0,Female,small,15,1.1334100961334923
1238,A674072,Chihuahua Shorthair Mix,2.0136697612621144,0,Male,small,15,0.13424465075080763
1239,A686150,Chihuahua Shorthair Mix,1.2608689204204513,0,Male,small,15,0.08405792802803008
1240,A667287,Chihuahua Shorthair Mix,3.0434859488330814,0,Female,small,15,0.20289906325553878
1241,A670589,Chihuahua Shorthair Mix,1.019870360103219,1,Female,small,15,0.06799135734021461
1242,A669411,Chihuahua Shorthair Mix,0.17981394400828066,1,Female,small,15,0.01198759626721871
1243,A665152,Chihuahua Shorthair Mix,0.08369819746850075,0,Female,small,15,0.005579879831233384
1244,A669581,Chihuahua Shorthair Mix,2.0252811488257803,0,Female,small,15,0.135018743255052
1245,A678421,Chihuahua Shorthair Mix,1.0474053387665576,1,Male,small,15,0.06982702258443717
1246,A693452,Chihuahua Shorthair Mix,1.0124989257517647,1,Male,small,15,0.06749992838345098
1247,A666124,Chihuahua Shorthair Mix,6.512349481660967,0,Female,small,15,0.43415663211073113
1248,A679847,Chihuahua Shorthair Mix,3.0212727769145764,0,Male,small,15,0.20141818512763843
1249,A675240,Chihuahua Shorthair Mix,1.022549326056585,0,Male,small,15,0.068169955070439
1250,A539175,Chihuahua Shorthair Mix,5.5705969321751985,0,Male,small,15,0.3713731288116799
1251,A623551,Chihuahua Shorthair Mix,4.571352138191293,0,Female,small,15,0.3047568092127529
1252,A683316,Chihuahua Shorthair Mix,3.1523101470636328,1,Female,small,15,0.21015400980424218
1253,A682999,Chihuahua Shorthair Mix,12.004258205925591,0,Male,small,15,0.8002838803950394
1254,A674916,Chihuahua Shorthair Mix,1.0122878787533092,1,Male,small,15,0.06748585858355395
1255,A683319,Chihuahua Shorthair Mix,0.15967131426381104,1,Male,small,15,0.01064475428425407
1256,A671473,Chihuahua Shorthair Mix,5.001000096587275,0,Female,small,15,0.3334000064391517
1257,A675279,Chihuahua Shorthair Mix,3.015747528468529,0,Male,small,15,0.20104983523123526
1258,A665009,Chihuahua Shorthair Mix,0.14408996154001186,0,Male,small,15,0.00960599743600079
1259,A674771,Chihuahua Shorthair Mix,5.01982130593601,0,Female,small,15,0.33465475372906733
1260,A681522,Chihuahua Shorthair Mix,6.016449877668794,0,Female,small,15,0.4010966585112529
1261,A691713,Chihuahua Shorthair Mix,2.0355502014262976,0,Male,small,15,0.13570334676175316
1262,A688267,Chihuahua Shorthair Mix,0.17974929898172676,1,Female,small,15,0.011983286598781784
1263,A667769,Chihuahua Shorthair Mix,3.0246305156467583,1,Male,small,15,0.20164203437645056
1264,A677852,Chihuahua Shorthair Mix,1.0249678105794249,0,Female,small,15,0.06833118737196166
1265,A674492,Chihuahua Shorthair Mix,3.3142592478513135,0,Male,small,15,0.2209506165234209
1266,A672967,Chihuahua Shorthair Mix,2.008899338567299,0,Male,small,15,0.13392662257115326
1267,A684017,Chihuahua Shorthair Mix,4.023837283144456,0,Female,small,15,0.26825581887629707
1268,A688127,Chihuahua Shorthair Mix,0.009502818903422612,0,Female,small,15,0.0006335212602281741
1269,A676348,Chihuahua Shorthair Mix,2.0166757549968706,0,Male,small,15,0.1344450503331247
1270,A671801,Chihuahua Shorthair Mix,3.0132282737572376,1,Female,small,15,0.20088188491714917
1271,A665150,Chihuahua Shorthair Mix,0.08385600738626468,0,Male,small,15,0.005590400492417645
1272,A688477,Chihuahua Shorthair Mix,5.011940316669366,0,Female,small,15,0.33412935444462444
1273,A675845,Chihuahua Shorthair Mix,3.109344020297017,1,Male,small,15,0.20728960135313448
1274,A674584,Chihuahua Shorthair Mix,3.010659584613875,0,Female,small,15,0.20071063897425834
1275,A690661,Chihuahua Shorthair Mix,5.0117558882112565,0,Male,small,15,0.33411705921408374
1276,A687267,Chihuahua Shorthair Mix,3.0301025270121147,0,Male,small,15,0.20200683513414097
1277,A671435,Chihuahua Shorthair Mix,0.16081781282298746,1,Male,small,15,0.010721187521532498
1278,A663095,Chihuahua Shorthair Mix,0.3635674319877281,1,Female,small,15,0.024237828799181873
1279,A687478,Chihuahua Shorthair Mix,0.17443319620982406,0,Female,small,15,0.011628879747321604
1280,A688451,Chihuahua Shorthair Mix,0.18263550928492714,1,Male,small,15,0.012175700618995143
1281,A682084,Chihuahua Shorthair Mix,2.0192444441402326,0,Female,small,15,0.1346162962760155
1282,A693087,Chihuahua Shorthair Mix,0.18260889074458142,1,Male,small,15,0.012173926049638762
1283,A681555,Chihuahua Shorthair Mix,0.4673930486062152,0,Male,small,15,0.031159536573747683
1284,A676033,Chihuahua Shorthair Mix,2.0198110387847343,1,Female,small,15,0.13465406925231563
1285,A680103,Chihuahua Shorthair Mix,2.0137629261533245,0,Male,small,15,0.13425086174355497
1286,A677785,Chihuahua Shorthair Mix,6.194586853635294,0,Female,small,15,0.4129724569090196
1287,A687591,Chihuahua Shorthair Mix,1.0204008295858231,1,Male,small,15,0.06802672197238821
1288,A675285,Chihuahua Shorthair Mix,1.0278730341257292,1,Male,small,15,0.06852486894171528
1289,A651921,Chihuahua Shorthair Mix,3.897541815825559,0,Male,small,15,0.2598361210550373
1290,A673384,Chihuahua Shorthair Mix,12.050833046233363,0,Male,small,15,0.8033888697488909
1291,A667873,Chihuahua Shorthair Mix,1.5732279847559423,0,Male,small,15,0.10488186565039616
1292,A672614,Chihuahua Shorthair Mix,0.850694325611675,1,Female,small,15,0.056712955040778334
1293,A687589,Chihuahua Shorthair Mix,0.5167000919480437,1,Female,small,15,0.034446672796536244
1294,A692828,Chihuahua Shorthair Mix,0.6866176429206471,1,Female,small,15,0.04577450952804314
1295,A677222,Chihuahua Shorthair Mix,2.036055953692866,0,Male,small,15,0.13573706357952442
1296,A673460,Chihuahua Shorthair Mix,0.19268210694112664,1,Female,small,15,0.01284547379607511
1297,A664572,Chihuahua Shorthair Mix,2.0138694003147073,0,Female,small,15,0.13425796002098048
1298,A681632,Chihuahua Shorthair Mix,5.154140361844832,0,Male,small,15,0.34360935745632215
1299,A684231,Chihuahua Shorthair Mix,16.002165228124692,0,Female,small,15,1.0668110152083128
1300,A668996,Chihuahua Shorthair Mix,0.17187021103939315,0,Male,small,15,0.011458014069292876
1301,A664163,Chihuahua Shorthair Mix,1.0174860994179666,1,Female,small,15,0.06783240662786444
1302,A682628,Chihuahua Shorthair Mix,3.0329507108291067,0,Male,small,15,0.20219671405527379
1303,A611924,Chihuahua Shorthair Mix,3.427224530429935,0,Male,small,15,0.22848163536199567
1304,A679900,Chihuahua Shorthair Mix,8.006583145292359,0,Male,small,15,0.5337722096861572
1305,A672559,Chihuahua Shorthair Mix,4.004974244660891,0,Female,small,15,0.26699828297739275
1306,A688463,Chihuahua Shorthair Mix,1.011742198676222,0,Male,small,15,0.06744947991174814
1307,A684503,Chihuahua Shorthair Mix,2.025271642204228,1,Male,small,15,0.13501810948028187
1308,A669980,Chihuahua Shorthair Mix,8.057618492432349,0,Female,small,15,0.5371745661621566
1309,A690430,Chihuahua Shorthair Mix,2.013956861232986,1,Female,small,15,0.13426379074886574
1310,A670054,Chihuahua Shorthair Mix,8.012783363868602,0,Female,small,15,0.5341855575912401
1311,A665566,Chihuahua Shorthair Mix,1.014812837437532,0,Male,small,15,0.06765418916250214
1312,A681582,Chihuahua Shorthair Mix,1.047960525465197,0,Male,small,15,0.06986403503101313
1313,A668251,Chihuahua Shorthair Mix,6.025332864847023,1,Female,small,15,0.4016888576564682
1314,A668809,Chihuahua Shorthair Mix,0.3251074438367812,1,Male,small,15,0.021673829589118745
1315,A675026,Chihuahua Shorthair Mix,1.5406811152103663,0,Male,small,15,0.10271207434735775
1316,A674551,Chihuahua Shorthair Mix,6.00094077526879,0,Male,small,15,0.4000627183512527
1317,A685968,Chihuahua Shorthair Mix,2.044149891282276,1,Male,small,15,0.1362766594188184
1318,A693749,Chihuahua Shorthair Mix,2.0170465132374003,0,Female,small,15,0.13446976754916
1319,A684950,Chihuahua Shorthair Mix,0.22081790408655436,0,Female,small,15,0.01472119360577029
1320,A682663,Chihuahua Shorthair Mix,3.0494808243838,1,Male,small,15,0.20329872162558665
1321,A648915,Chihuahua Shorthair Mix,5.863777338191597,0,Female,small,15,0.39091848921277317
1322,A685973,Chihuahua Shorthair Mix,0.35209103845010126,0,Female,small,15,0.023472735896673418
1323,A686888,Chihuahua Shorthair Mix,14.003304881916353,0,Female,small,15,0.9335536587944235
1324,A679348,Chihuahua Shorthair Mix,0.7001113415516176,1,Female,small,15,0.04667408943677451
1325,A679223,Chihuahua Shorthair Mix,3.0048643481157495,0,Male,small,15,0.2003242898743833
1326,A682655,Chihuahua Shorthair Mix,6.000830498458787,0,Female,small,15,0.4000553665639191
1327,A669292,Chihuahua Shorthair Mix,0.3380877849039413,0,Female,small,15,0.022539185660262754
1328,A687266,Chihuahua Shorthair Mix,1.0151303585973703,1,Female,small,15,0.0676753572398247
1329,A664275,Chihuahua Shorthair Mix,2.0362118622863195,1,Male,small,15,0.13574745748575462
1330,A690657,Chihuahua Shorthair Mix,5.004211433347555,0,Male,small,15,0.3336140955565037
1331,A686260,Chihuahua Shorthair Mix,1.0177751007131488,1,Male,small,15,0.06785167338087658
1332,A671261,Chihuahua Shorthair Mix,0.6017558349741762,0,Male,small,15,0.04011705566494508
1333,A693004,Chihuahua Shorthair Mix,0.4208391228658585,1,Female,small,15,0.028055941524390567
1334,A591852,Chihuahua Shorthair Mix,5.8085210510825,0,Male,small,15,0.3872347367388333
1335,A672743,Chihuahua Shorthair Mix,2.0282224975339824,1,Female,small,15,0.13521483316893215
1336,A693764,Chihuahua Shorthair Mix,1.0226063657858973,1,Male,small,15,0.06817375771905981
1337,A670422,Chihuahua Shorthair Mix,2.014359941986793,0,Female,small,15,0.13429066279911953
1338,A671256,Chihuahua Shorthair Mix,2.0663060234714683,0,Male,small,15,0.1377537348980979
1339,A671790,Chihuahua Shorthair Mix,0.004722889587055175,0,Male,small,15,0.00031485930580367835
1340,A689981,Chihuahua Shorthair Mix,9.004413353989321,0,Female,small,15,0.6002942235992881
1341,A651921,Chihuahua Shorthair Mix,3.9988158552194775,0,Male,small,15,0.2665877236812985
1342,A690218,Chihuahua Shorthair Mix,2.0219005942018735,0,Female,small,15,0.13479337294679156
1343,A669811,Chihuahua Shorthair Mix,7.511995455074368,0,Male,small,15,0.5007996970049579
1344,A680041,Chihuahua Shorthair Mix,12.01262213156708,0,Female,small,15,0.8008414754378053
1345,A668019,Chihuahua Shorthair Mix,0.8612333662642704,0,Male,small,15,0.057415557750951356
1346,A686765,Chihuahua Shorthair Mix,0.6967459975221941,0,Female,small,15,0.046449733168146275
1347,A665745,Chihuahua Shorthair Mix,0.24268503498056465,0,Male,small,15,0.016179002332037642
1348,A677867,Chihuahua Shorthair Mix,1.5270277053373216,1,Female,small,15,0.10180184702248811
1349,A671027,Chihuahua Shorthair Mix,3.0574777944333786,1,Female,small,15,0.20383185296222525
1350,A684012,Chihuahua Shorthair Mix,4.1716766562245935,0,Male,small,15,0.2781117770816396
1351,A675043,Chihuahua Shorthair Mix,3.468388201750283,0,Male,small,15,0.23122588011668554
1352,A684216,Chihuahua Shorthair Mix,2.011755127681533,1,Male,small,15,0.1341170085121022
1353,A673458,Chihuahua Shorthair Mix,0.16086154328212687,1,Male,small,15,0.010724102885475125
1354,A698477,Chihuahua Shorthair Mix,2.0226497159801746,1,Male,small,15,0.1348433143986783
1355,A699391,Chihuahua Shorthair Mix,2.0115630939261813,1,Male,small,15,0.1341042062617454
1356,A697377,Chihuahua Shorthair Mix,0.1819719471005945,1,Male,small,15,0.012131463140039633
1357,A694114,Chihuahua Shorthair Mix,0.20998035551722485,1,Male,small,15,0.01399869036781499
1358,A698027,Chihuahua Shorthair Mix,2.006266004397383,0,Male,small,15,0.13375106695982553
1359,A696248,Chihuahua Shorthair Mix,1.0092571678025177,0,Female,small,15,0.06728381118683452
1360,A699539,Chihuahua Shorthair Mix,9.012590949848388,0,Male,small,15,0.6008393966565592
1361,A644301,Chihuahua Shorthair Mix,7.174723338299592,0,Male,small,15,0.4783148892199728
1362,A698750,Chihuahua Shorthair Mix,4.023816368577041,0,Male,small,15,0.2682544245718027
1363,A695007,Chihuahua Shorthair Mix,7.005351467404076,0,Female,small,15,0.4670234311602718
1364,A697796,Chihuahua Shorthair Mix,12.00788213006123,0,Female,small,15,0.8005254753374154
1365,A698496,Chihuahua Shorthair Mix,1.0124475899953835,1,Female,small,15,0.06749650599969223
1366,A696063,Chihuahua Shorthair Mix,3.035156247029181,0,Male,small,15,0.2023437498019454
1367,A696715,Chihuahua Shorthair Mix,2.02811792469691,1,Male,small,15,0.13520786164646068
1368,A696111,Chihuahua Shorthair Mix,0.3498246598720941,1,Male,small,15,0.02332164399147294
1369,A694547,Chihuahua Shorthair Mix,1.0178815748745316,1,Male,small,15,0.0678587716583021
